No.,Start of quiz time,End of quiz time,Duration,1.What is your role of job?,1.What is your role of job? [Optional blanks],2.How long have you been programming?,3.What programming languages have you often used?:Java,3.What programming languages have you often used?:C/C++,3.What programming languages have you often used?:Python,3.What programming languages have you often used?:Go,3.What programming languages have you often used?:JavaScript/TypeScript,3.What programming languages have you often used?:C#,3.What programming languages have you often used?:R,3.What programming languages have you often used?:Others____,3.What programming languages have you often used?:Others____[Optional blanks],4.What code completion tools have you used? :IDE built-in tool,4.What code completion tools have you used? :compiler-based tool,4.What code completion tools have you used? :Copilot,4.What code completion tools have you used? :Tabnine,4.What code completion tools have you used? :Intellicode,4.What code completion tools have you used? :Kite,4.What code completion tools have you used? :aiXcoder,4.What code completion tools have you used? :Others__,4.What code completion tools have you used? :Others__[Optional blanks],"5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:Java","5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:C/C++","5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:Python","5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:Go","5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:JavaScript/TypeScript","5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:C#","5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:R","5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:Satisfied with all programming languages","5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:Others____","5.Among those programming languages that you have often used, in which do you feel that the code completion does not work to your satisfaction?:Others____[Optional blanks]",6.Do you think code completion is important?,"7.The following questions address the current state of use of existing code completion tools, and you will rate your agreement with these statements from your perspective.:I often use code completion tools","7.The following questions address the current state of use of existing code completion tools, and you will rate your agreement with these statements from your perspective.:I find programming laborious without code completion tools","7.The following questions address the current state of use of existing code completion tools, and you will rate your agreement with these statements from your perspective.:The tools are satisfying for me","7.The following questions address the current state of use of existing code completion tools, and you will rate your agreement with these statements from your perspective.:I am eager for a better code completion tool",8.The following questions are statements of possible issues with existing code completion tools. You will rate your agreement with these statements from your perspective.:Unsatisfying ranking (Do not improve my productivity)),8.The following questions are statements of possible issues with existing code completion tools. You will rate your agreement with these statements from your perspective.:High completion latency,8.The following questions are statements of possible issues with existing code completion tools. You will rate your agreement with these statements from your perspective.:High resource consumption (such as CPU and memory consumption)),8.The following questions are statements of possible issues with existing code completion tools. You will rate your agreement with these statements from your perspective.:Concern about data leakage,8.The following questions are statements of possible issues with existing code completion tools. You will rate your agreement with these statements from your perspective.:Erroneous completion,8.The following questions are statements of possible issues with existing code completion tools. You will rate your agreement with these statements from your perspective.:Painful tool installation,9.The following questions address helpfulness aspects of existing code completion tools. You will rate your agreement with these statements from your perspective.:Code completion can improve my efficiency,9.The following questions address helpfulness aspects of existing code completion tools. You will rate your agreement with these statements from your perspective.:Code completion can save my keystrokes,9.The following questions address helpfulness aspects of existing code completion tools. You will rate your agreement with these statements from your perspective.:Code completion can provide some hint (such as API names)),9.The following questions address helpfulness aspects of existing code completion tools. You will rate your agreement with these statements from your perspective.:Code completion can reduce my typing mistakes,9.The following questions address helpfulness aspects of existing code completion tools. You will rate your agreement with these statements from your perspective.:Code completion makes me more proactive (by providing great programming experience)),"10.Scenario 1: Identifier completion (variable name, function name, etc.):I expect to use completion in this scenario","10.Scenario 1: Identifier completion (variable name, function name, etc.):In practice, I often use code completion in this scenario","11.Scenario 2: API (function name, method name) recommendation:I expect to use completion in this scenario","11.Scenario 2: API (function name, method name) recommendation:In practice, I often use code completion in this scenario",12.Scenario 3: Completing when entering or referencing a path (completing the file name):I expect to use completion in this scenario,"12.Scenario 3: Completing when entering or referencing a path (completing the file name):In practice, I often use code completion in this scenario","13.You will choose to use the code completion instead of continuing to enter characters when the token you need is within the listed n candidates. How large could n be? (For example, if you are given five candidates for completion and the desired token is in the second position, you can choose to press the down arrow key twice to select the desired token; or if the desired token is in the fifth position, you can choose to enter more characters to make the desired token rank higher.)",14.What is the maximum delay you can accept?,"15.Evaluation metrics of token-level code completion tools.^lDo you think the following metrics can objectively measure the effectiveness of token-level code completion tools, or do these metrics perceptually reflect how good token-level code completion tools are?:Accuracy (Is the correct token listed at the first position?)","15.Evaluation metrics of token-level code completion tools.
Do you think the following metrics can objectively measure the effectiveness of token-level code completion tools, or do these metrics perceptually reflect how good token-level code completion tools are?:Average rank (The average rank of the correct token in the list))","15.Evaluation metrics of token-level code completion tools.
Do you think the following metrics can objectively measure the effectiveness of token-level code completion tools, or do these metrics perceptually reflect how good token-level code completion tools are?:Recall (Is the correct token listed at the first n positions?))","16.Access to service. 
We'll list three ways to deploy a token-level code completion tool and ask you how well you accept each of them.:Public network","16.Access to service. 
We'll list three ways to deploy a token-level code completion tool and ask you how well you accept each of them.:Internal network (e.g. company's private network))","16.Access to service. 
We'll list three ways to deploy a token-level code completion tool and ask you how well you accept each of them.:Offline (on users' native machines)",17.Scenario 1: Predicting the next full line based on the first n lines (grey non-comment statements are code completions):I expect to use completion in this scenario,"17.Scenario 1: Predicting the next full line based on the first n lines (grey non-comment statements are code completions):In practice, I often use code completion in this scenario",18.Scenario 2:  Completion of currently edited line. (Completing to the end of the line for the line being edited) (gray non-comment statements are code completions):I expect to use completion in this scenario,"18.Scenario 2:  Completion of currently edited line. (Completing to the end of the line for the line being edited) (gray non-comment statements are code completions):In practice, I often use code completion in this scenario",19.Scenario 3: API argument recommendation. API arguments are automatically predicted based on the context when the API is called (grey non-comment statements are code completions):I expect to use completion in this scenario,"19.Scenario 3: API argument recommendation. API arguments are automatically predicted based on the context when the API is called (grey non-comment statements are code completions):In practice, I often use code completion in this scenario",20.Scenario 4: Code completion by natural language (code comments) (grey non-comment statements for code completions):I expect to use completion in this scenario,"20.Scenario 4: Code completion by natural language (code comments) (grey non-comment statements for code completions):In practice, I often use code completion in this scenario","21.Scenario 5: Predicting the content of the next few words or lines as you type a string (comment, log) (gray non-comment statements are code completions):I expect to use completion in this scenario","21.Scenario 5: Predicting the content of the next few words or lines as you type a string (comment, log) (gray non-comment statements are code completions):In practice, I often use code completion in this scenario",22.Scenario 6: Automatic generation of function frames when defining classes or functions:I expect to use completion in this scenario,"22.Scenario 6: Automatic generation of function frames when defining classes or functions:In practice, I often use code completion in this scenario","23.Scenario 7: Automatically generating the contents of a block (if, while or function block):I expect to use completion in this scenario","23.Scenario 7: Automatically generating the contents of a block (if, while or function block):In practice, I often use code completion in this scenario","24.What do you think is more important for statement-level code completion, correctness or efficiency?

Correctness: Predicts less code, but the predicted code is all you need or correct, or requires only very few changes.

Efficiency: Predicts a lot of code, but the code contains some errors that need to be manually modified and reviewed.

A score of 1 to 5 means that correctness is significantly more important, correctness is more important, neutral, efficiency is more important, efficiency is significantly more important",25.What is the maximum percentage of generated code you would expect to manually modify?,"26.What is the minimum percentage of statements that you would expect to be fully grammatically correct?

Fully grammaticaly correct means compilable and runnable.","27.What is the maximum latency you expect the statement-level code completion tool to generate a line on average? (Assuming that it takes 1 second to generate one line, then it takes 5 seconds to generate 5 lines)","28.What is the maximum latency you expect the statement-level code completion tool to output completion results?

The maximum latency you can accept from the end of the input to outputing the result, regardless of the number of rows generated (The previous question asked for the latency of the average completion latency, but this one asks for the total latency of giving the completion result)","29.Evaluation metrics of statement-level code completion tools

Do you think the following metrics can objectively measure the effectiveness of statement-level code completion tools, or do these metrics perceptually reflect how good statement-level code completion tools are?:Overlapped N-grams between the generated code and the ground truth","29.Evaluation metrics of statement-level code completion tools

Do you think the following metrics can objectively measure the effectiveness of statement-level code completion tools, or do these metrics perceptually reflect how good statement-level code completion tools are?:Edit similarity between the generated code and the ground truth","29.Evaluation metrics of statement-level code completion tools

Do you think the following metrics can objectively measure the effectiveness of statement-level code completion tools, or do these metrics perceptually reflect how good statement-level code completion tools are?:Function similarity between the generated code and the ground truth","29.Evaluation metrics of statement-level code completion tools

Do you think the following metrics can objectively measure the effectiveness of statement-level code completion tools, or do these metrics perceptually reflect how good statement-level code completion tools are?:Readability of the generated code","29.Evaluation metrics of statement-level code completion tools

Do you think the following metrics can objectively measure the effectiveness of statement-level code completion tools, or do these metrics perceptually reflect how good statement-level code completion tools are?:Grammatical correctnes of the generated code","30.We'll list three ways to deploy statement-level code completion tools and ask you how well you accept each of them.:Public network (better completion results and no need to use native machine resources, but the machine must be connected to the network)","30.We'll list three ways to deploy statement-level code completion tools and ask you how well you accept each of them.:Internal network (better completion results and no need to use native machine resources, but the machine must be connected to the network)","30.We'll list three ways to deploy statement-level code completion tools and ask you how well you accept each of them.:Offline (Completion effect may be slightly worse, need to consume client machine computing resources)",31.What percentage of coding time do you expect the code completion tool to save you?,32.What percentage of keystrokes do you expect the code completion tool to help you save?,33.How much time can you accept to configure the code completion tool?,"34.I want the code completion tool to learn my programming habits.

For example, variable and function naming habits, indentation habits, etc.","35.I would like the code completion tool to give completions with some additional information about the code.

For example, when calling a function I can locate the function definition statement and show the definition and comments of the function"
102,2022/7/25 19:01,2022/7/25 19:03,106,C.Algorithm designer / data analyzer,,B.1~3 year(s),,B.C/C++,C.Python,,,,,,,A.IDE built-in tool,,,,,,,,,,,C.Python,,,,,,,,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,D.4,B.,4,4,4,4,4,4,3,1,4,4,4,4,2,1,4,4,4,4,4,1,4,C.60,C.60,C.1~1.5 second(s),C.2~5 second(s),4,4,4,4,4,4,4,4,B.40,B.40,B.1~5 minute(s),4,4
101,2022/7/25 18:55,2022/7/25 19:02,398,A.Developer,,C.3~5 year(s),,B.C/C++,C.Python,,,,,,,A.IDE built-in tool,,,,,,,,,,,,,,,,H.Satisfied with all programming languages,,,5,5,5,5,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,C.3,B.,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,A.20,E.100,A.0.5 second(s) within,A.0.5 second(s) within,5,5,5,5,5,5,5,5,C.60,C.60,E.20 minute(s)以上,5,5
